ihh,title,author,genre,quantity,shelf,ISBN,category
B05096,The Book Thief — Library05096,Markus Zusak,Historical Fiction,5,C46,LIB0000005096,Leisure
B05097,Animal Farm — Library05097,George Orwell,Satire,0,C47,LIB0000005097,Leisure
B05098,Atomic Habits — Library05098,James Clear,Self-Help,0,C48,LIB0000005098,Leisure
B05099,Pride and Prejudice — Library05099,Jane Austen,Romance,1,C49,LIB0000005099,Leisure
B05100,Educated — Library05100,Tara Westover,Memoir,5,C50,LIB0000005100,Leisure
B05101,The Alchemist — Library05101,Paulo Coelho,Fiction,5,C1,LIB0000005101,Leisure
B05102,Pride and Prejudice — Library05102,Jane Austen,Romance,2,C2,LIB0000005102,Leisure
B05103,The Alchemist — Library05103,Paulo Coelho,Fiction,1,C3,LIB0000005103,Leisure
B05104,The Alchemist — Library05104,Paulo Coelho,Fiction,0,C4,LIB0000005104,Leisure
B05105,The Fault in Our Stars — Library05105,John Green,Romance,5,C5,LIB0000005105,Leisure
B05106,The Psychology of Money — Library05106,Morgan Housel,Finance,0,C6,LIB0000005106,Academic
B05107,Percy Jackson: The Lightning Thief — Library05107,Rick Riordan,Fantasy,0,C7,LIB0000005107,Leisure
B05108,The Psychology of Money — Library05108,Morgan Housel,Finance,3,C8,LIB0000005108,Academic
B05109,The Psychology of Money — Library05109,Morgan Housel,Finance,3,C9,LIB0000005109,Academic
B05110,The Hobbit — Library05110,J.R.R. Tolkien,Fantasy,1,C10,LIB0000005110,Leisure
B05111,"The Lion, the Witch and the Wardrobe — Library05111",C.S. Lewis,Fantasy,0,C11,LIB0000005111,Leisure
B05112,Rich Dad Poor Dad — Library05112,Robert Kiyosaki,Finance,5,C12,LIB0000005112,Academic
B05113,The Da Vinci Code — Library05113,Dan Brown,Mystery,4,C13,LIB0000005113,Leisure
B05114,The Hobbit — Library05114,J.R.R. Tolkien,Fantasy,3,C14,LIB0000005114,Leisure
B05115,"The Lion, the Witch and the Wardrobe — Library05115",C.S. Lewis,Fantasy,2,C15,LIB0000005115,Leisure
B05116,The Hobbit — Library05116,J.R.R. Tolkien,Fantasy,0,C16,LIB0000005116,Leisure
B05117,Animal Farm — Library05117,George Orwell,Satire,5,C17,LIB0000005117,Leisure
B05118,Harry Potter and the Philosopher's Stone — Library05118,J.K. Rowling,Fantasy,0,C18,LIB0000005118,Leisure
B05119,Rich Dad Poor Dad — Library05119,Robert Kiyosaki,Finance,0,C19,LIB0000005119,Academic
B05120,Ikigai — Library05120,Héctor García,Self-Help,4,C20,LIB0000005120,Leisure
B05121,The Hunger Games — Library05121,Suzanne Collins,Dystopian,4,C21,LIB0000005121,Leisure
B05122,The Diary of a Young Girl — Library05122,Anne Frank,Biography,1,C22,LIB0000005122,Leisure
B05123,The Book Thief — Library05123,Markus Zusak,Historical Fiction,5,C23,LIB0000005123,Leisure
B05124,The Great Gatsby — Library05124,F. Scott Fitzgerald,Classic,0,C24,LIB0000005124,Leisure
B05125,Percy Jackson: The Lightning Thief — Library05125,Rick Riordan,Fantasy,1,C25,LIB0000005125,Leisure
B05126,Educated — Library05126,Tara Westover,Memoir,5,C26,LIB0000005126,Leisure
B05127,1984 — Library05127,George Orwell,Dystopian,4,C27,LIB0000005127,Leisure
B05128,The Great Gatsby — Library05128,F. Scott Fitzgerald,Classic,2,C28,LIB0000005128,Leisure
B05129,The Book Thief — Library05129,Markus Zusak,Historical Fiction,4,C29,LIB0000005129,Leisure
B05130,The Psychology of Money — Library05130,Morgan Housel,Finance,5,C30,LIB0000005130,Academic
B05131,Murder on the Orient Express — Library05131,Agatha Christie,Mystery,1,C31,LIB0000005131,Leisure
B05132,The Da Vinci Code — Library05132,Dan Brown,Mystery,4,C32,LIB0000005132,Leisure
B05133,Percy Jackson: The Lightning Thief — Library05133,Rick Riordan,Fantasy,0,C33,LIB0000005133,Leisure
B05134,Sapiens — Library05134,Yuval Noah Harari,History,4,C34,LIB0000005134,Leisure
B05135,The Psychology of Money — Library05135,Morgan Housel,Finance,0,C35,LIB0000005135,Academic
B05136,The Da Vinci Code — Library05136,Dan Brown,Mystery,1,C36,LIB0000005136,Leisure
B05137,The Midnight Library — Library05137,Matt Haig,Fiction,1,C37,LIB0000005137,Leisure
B05138,Animal Farm — Library05138,George Orwell,Satire,1,C38,LIB0000005138,Leisure
B05139,The Diary of a Young Girl — Library05139,Anne Frank,Biography,4,C39,LIB0000005139,Leisure
B05140,Harry Potter and the Philosopher's Stone — Library05140,J.K. Rowling,Fantasy,5,C40,LIB0000005140,Leisure
B05141,"The Lion, the Witch and the Wardrobe — Library05141",C.S. Lewis,Fantasy,1,C41,LIB0000005141,Leisure
B05142,Ikigai — Library05142,Héctor García,Self-Help,4,C42,LIB0000005142,Leisure
B05143,Educated — Library05143,Tara Westover,Memoir,5,C43,LIB0000005143,Leisure
B05144,A Thousand Splendid Suns — Library05144,Khaled Hosseini,Historical Fiction,2,C44,LIB0000005144,Leisure
B05145,The Midnight Library — Library05145,Matt Haig,Fiction,4,C45,LIB0000005145,Leisure
B05146,The Book Thief — Library05146,Markus Zusak,Historical Fiction,3,C46,LIB0000005146,Leisure
B05147,It Ends with Us — Library05147,Colleen Hoover,Romance,0,C47,LIB0000005147,Leisure
B05148,The Book Thief — Library05148,Markus Zusak,Historical Fiction,2,C48,LIB0000005148,Leisure
B05149,The Catcher in the Rye — Library05149,J.D. Salinger,Coming-of-Age,3,C49,LIB0000005149,Leisure
B05150,The Hunger Games — Library05150,Suzanne Collins,Dystopian,4,C50,LIB0000005150,Leisure
B05151,Pride and Prejudice — Library05151,Jane Austen,Romance,3,C1,LIB0000005151,Leisure
B05152,"The Lion, the Witch and the Wardrobe — Library05152",C.S. Lewis,Fantasy,2,C2,LIB0000005152,Leisure
B05153,"The Lion, the Witch and the Wardrobe — Library05153",C.S. Lewis,Fantasy,3,C3,LIB0000005153,Leisure
B05154,"The Lion, the Witch and the Wardrobe — Library05154",C.S. Lewis,Fantasy,4,C4,LIB0000005154,Leisure
B05155,The Alchemist — Library05155,Paulo Coelho,Fiction,3,C5,LIB0000005155,Leisure
B05156,The Psychology of Money — Library05156,Morgan Housel,Finance,2,C6,LIB0000005156,Academic
B05157,The Midnight Library — Library05157,Matt Haig,Fiction,2,C7,LIB0000005157,Leisure
B05158,Angels & Demons — Library05158,Dan Brown,Thriller,5,C8,LIB0000005158,Leisure
B05159,The Hobbit — Library05159,J.R.R. Tolkien,Fantasy,0,C9,LIB0000005159,Leisure
B05160,To Kill a Mockingbird — Library05160,Harper Lee,Fiction,3,C10,LIB0000005160,Leisure
B05161,"The Lion, the Witch and the Wardrobe — Library05161",C.S. Lewis,Fantasy,3,C11,LIB0000005161,Leisure
B05162,Animal Farm — Library05162,George Orwell,Satire,3,C12,LIB0000005162,Leisure
B05163,Murder on the Orient Express — Library05163,Agatha Christie,Mystery,5,C13,LIB0000005163,Leisure
B05164,Animal Farm — Library05164,George Orwell,Satire,5,C14,LIB0000005164,Leisure
B05165,Sapiens — Library05165,Yuval Noah Harari,History,3,C15,LIB0000005165,Leisure
B05166,Pride and Prejudice — Library05166,Jane Austen,Romance,4,C16,LIB0000005166,Leisure
B05167,The Fault in Our Stars — Library05167,John Green,Romance,2,C17,LIB0000005167,Leisure
B05168,Educated — Library05168,Tara Westover,Memoir,3,C18,LIB0000005168,Leisure
B05169,The Hunger Games — Library05169,Suzanne Collins,Dystopian,0,C19,LIB0000005169,Leisure
B05170,The Diary of a Young Girl — Library05170,Anne Frank,Biography,3,C20,LIB0000005170,Leisure
B05171,It Ends with Us — Library05171,Colleen Hoover,Romance,2,C21,LIB0000005171,Leisure
B05172,The Book Thief — Library05172,Markus Zusak,Historical Fiction,0,C22,LIB0000005172,Leisure
B05173,It Ends with Us — Library05173,Colleen Hoover,Romance,3,C23,LIB0000005173,Leisure
B05174,It Ends with Us — Library05174,Colleen Hoover,Romance,0,C24,LIB0000005174,Leisure
B05175,The Catcher in the Rye — Library05175,J.D. Salinger,Coming-of-Age,3,C25,LIB0000005175,Leisure
B05176,The Da Vinci Code — Library05176,Dan Brown,Mystery,5,C26,LIB0000005176,Leisure
B05177,It Ends with Us — Library05177,Colleen Hoover,Romance,0,C27,LIB0000005177,Leisure
B05178,"The Lion, the Witch and the Wardrobe — Library05178",C.S. Lewis,Fantasy,1,C28,LIB0000005178,Leisure
B05179,The Catcher in the Rye — Library05179,J.D. Salinger,Coming-of-Age,3,C29,LIB0000005179,Leisure
B05180,The Midnight Library — Library05180,Matt Haig,Fiction,4,C30,LIB0000005180,Leisure
B05181,"The Lion, the Witch and the Wardrobe — Library05181",C.S. Lewis,Fantasy,5,C31,LIB0000005181,Leisure
B05182,Ikigai — Library05182,Héctor García,Self-Help,1,C32,LIB0000005182,Leisure
B05183,Percy Jackson: The Lightning Thief — Library05183,Rick Riordan,Fantasy,2,C33,LIB0000005183,Leisure
B05184,The Hunger Games — Library05184,Suzanne Collins,Dystopian,2,C34,LIB0000005184,Leisure
B05185,The Hunger Games — Library05185,Suzanne Collins,Dystopian,4,C35,LIB0000005185,Leisure
B05186,Educated — Library05186,Tara Westover,Memoir,3,C36,LIB0000005186,Leisure
B05187,"The Lion, the Witch and the Wardrobe — Library05187",C.S. Lewis,Fantasy,1,C37,LIB0000005187,Leisure
B05188,Sapiens — Library05188,Yuval Noah Harari,History,3,C38,LIB0000005188,Leisure
B05189,Atomic Habits — Library05189,James Clear,Self-Help,3,C39,LIB0000005189,Leisure
B05190,1984 — Library05190,George Orwell,Dystopian,5,C40,LIB0000005190,Leisure
B05191,The Psychology of Money — Library05191,Morgan Housel,Finance,4,C41,LIB0000005191,Academic
B05192,Sherlock Holmes — Library05192,Arthur Conan Doyle,Mystery,2,C42,LIB0000005192,Leisure
B05193,The Psychology of Money — Library05193,Morgan Housel,Finance,5,C43,LIB0000005193,Academic
B05194,The Catcher in the Rye — Library05194,J.D. Salinger,Coming-of-Age,2,C44,LIB0000005194,Leisure
B05195,A Thousand Splendid Suns — Library05195,Khaled Hosseini,Historical Fiction,5,C45,LIB0000005195,Leisure
B05196,Murder on the Orient Express — Library05196,Agatha Christie,Mystery,3,C46,LIB0000005196,Leisure
B05197,A Thousand Splendid Suns — Library05197,Khaled Hosseini,Historical Fiction,4,C47,LIB0000005197,Leisure
B05198,1984 — Library05198,George Orwell,Dystopian,1,C48,LIB0000005198,Leisure
B05199,The Psychology of Money — Library05199,Morgan Housel,Finance,3,C49,LIB0000005199,Academic
B05200,"The Lion, the Witch and the Wardrobe — Library05200",C.S. Lewis,Fantasy,0,C50,LIB0000005200,Leisure
B05201,1984 — Library05201,George Orwell,Dystopian,3,C1,LIB0000005201,Leisure
B05202,A Thousand Splendid Suns — Library05202,Khaled Hosseini,Historical Fiction,1,C2,LIB0000005202,Leisure
B05203,The Silent Patient — Library05203,Alex Michaelides,Thriller,1,C3,LIB0000005203,Leisure
B05204,Harry Potter and the Philosopher's Stone — Library05204,J.K. Rowling,Fantasy,0,C4,LIB0000005204,Leisure
B05205,Atomic Habits — Library05205,James Clear,Self-Help,0,C5,LIB0000005205,Leisure
B05206,Sapiens — Library05206,Yuval Noah Harari,History,0,C6,LIB0000005206,Leisure
B05207,A Thousand Splendid Suns — Library05207,Khaled Hosseini,Historical Fiction,5,C7,LIB0000005207,Leisure
B05208,Harry Potter and the Philosopher's Stone — Library05208,J.K. Rowling,Fantasy,1,C8,LIB0000005208,Leisure
B05209,The Catcher in the Rye — Library05209,J.D. Salinger,Coming-of-Age,4,C9,LIB0000005209,Leisure
B05210,It Ends with Us — Library05210,Colleen Hoover,Romance,2,C10,LIB0000005210,Leisure
B05211,The Alchemist — Library05211,Paulo Coelho,Fiction,2,C11,LIB0000005211,Leisure
B05212,Murder on the Orient Express — Library05212,Agatha Christie,Mystery,4,C12,LIB0000005212,Leisure
B05213,"The Lion, the Witch and the Wardrobe — Library05213",C.S. Lewis,Fantasy,0,C13,LIB0000005213,Leisure
B05214,It Ends with Us — Library05214,Colleen Hoover,Romance,4,C14,LIB0000005214,Leisure
B05215,The Psychology of Money — Library05215,Morgan Housel,Finance,3,C15,LIB0000005215,Academic
B05216,Rich Dad Poor Dad — Library05216,Robert Kiyosaki,Finance,3,C16,LIB0000005216,Academic
B05217,The Hunger Games — Library05217,Suzanne Collins,Dystopian,2,C17,LIB0000005217,Leisure
B05218,It Ends with Us — Library05218,Colleen Hoover,Romance,3,C18,LIB0000005218,Leisure
B05219,A Thousand Splendid Suns — Library05219,Khaled Hosseini,Historical Fiction,4,C19,LIB0000005219,Leisure
B05220,1984 — Library05220,George Orwell,Dystopian,4,C20,LIB0000005220,Leisure
B05221,To Kill a Mockingbird — Library05221,Harper Lee,Fiction,4,C21,LIB0000005221,Leisure
B05222,Angels & Demons — Library05222,Dan Brown,Thriller,0,C22,LIB0000005222,Leisure
B05223,The Psychology of Money — Library05223,Morgan Housel,Finance,0,C23,LIB0000005223,Academic
B05224,The Fault in Our Stars — Library05224,John Green,Romance,0,C24,LIB0000005224,Leisure
B05225,The Catcher in the Rye — Library05225,J.D. Salinger,Coming-of-Age,3,C25,LIB0000005225,Leisure
B05226,To Kill a Mockingbird — Library05226,Harper Lee,Fiction,3,C26,LIB0000005226,Leisure
B05227,The Kite Runner — Library05227,Khaled Hosseini,Historical Fiction,3,C27,LIB0000005227,Leisure
B05228,The Hobbit — Library05228,J.R.R. Tolkien,Fantasy,0,C28,LIB0000005228,Leisure
B05229,The Book Thief — Library05229,Markus Zusak,Historical Fiction,4,C29,LIB0000005229,Leisure
B05230,It Ends with Us — Library05230,Colleen Hoover,Romance,2,C30,LIB0000005230,Leisure
B05231,The Diary of a Young Girl — Library05231,Anne Frank,Biography,5,C31,LIB0000005231,Leisure
B05232,The Book Thief — Library05232,Markus Zusak,Historical Fiction,3,C32,LIB0000005232,Leisure
B05233,The Fault in Our Stars — Library05233,John Green,Romance,1,C33,LIB0000005233,Leisure
B05234,Animal Farm — Library05234,George Orwell,Satire,5,C34,LIB0000005234,Leisure
B05235,The Catcher in the Rye — Library05235,J.D. Salinger,Coming-of-Age,3,C35,LIB0000005235,Leisure
B05236,The Psychology of Money — Library05236,Morgan Housel,Finance,0,C36,LIB0000005236,Academic
B05237,Sherlock Holmes — Library05237,Arthur Conan Doyle,Mystery,5,C37,LIB0000005237,Leisure
B05238,A Thousand Splendid Suns — Library05238,Khaled Hosseini,Historical Fiction,5,C38,LIB0000005238,Leisure
B05239,Angels & Demons — Library05239,Dan Brown,Thriller,5,C39,LIB0000005239,Leisure
B05240,Angels & Demons — Library05240,Dan Brown,Thriller,4,C40,LIB0000005240,Leisure
B05241,A Thousand Splendid Suns — Library05241,Khaled Hosseini,Historical Fiction,3,C41,LIB0000005241,Leisure
B05242,Angels & Demons — Library05242,Dan Brown,Thriller,1,C42,LIB0000005242,Leisure
B05243,The Da Vinci Code — Library05243,Dan Brown,Mystery,0,C43,LIB0000005243,Leisure
B05244,The Catcher in the Rye — Library05244,J.D. Salinger,Coming-of-Age,2,C44,LIB0000005244,Leisure
B05245,A Thousand Splendid Suns — Library05245,Khaled Hosseini,Historical Fiction,4,C45,LIB0000005245,Leisure
B05246,The Catcher in the Rye — Library05246,J.D. Salinger,Coming-of-Age,4,C46,LIB0000005246,Leisure
B05247,It Ends with Us — Library05247,Colleen Hoover,Romance,2,C47,LIB0000005247,Leisure
B05248,The Psychology of Money — Library05248,Morgan Housel,Finance,2,C48,LIB0000005248,Academic
B05249,To Kill a Mockingbird — Library05249,Harper Lee,Fiction,0,C49,LIB0000005249,Leisure
B05250,Harry Potter and the Philosopher's Stone — Library05250,J.K. Rowling,Fantasy,4,C50,LIB0000005250,Leisure
B05251,The Hobbit — Library05251,J.R.R. Tolkien,Fantasy,1,C1,LIB0000005251,Leisure
B05252,Sapiens — Library05252,Yuval Noah Harari,History,2,C2,LIB0000005252,Leisure
B05253,The Great Gatsby — Library05253,F. Scott Fitzgerald,Classic,5,C3,LIB0000005253,Leisure
B05254,Sherlock Holmes — Library05254,Arthur Conan Doyle,Mystery,0,C4,LIB0000005254,Leisure
B05255,The Psychology of Money — Library05255,Morgan Housel,Finance,5,C5,LIB0000005255,Academic
B05256,To Kill a Mockingbird — Library05256,Harper Lee,Fiction,3,C6,LIB0000005256,Leisure
B05257,"The Lion, the Witch and the Wardrobe — Library05257",C.S. Lewis,Fantasy,3,C7,LIB0000005257,Leisure
B05258,The Great Gatsby — Library05258,F. Scott Fitzgerald,Classic,2,C8,LIB0000005258,Leisure
B05259,The Fault in Our Stars — Library05259,John Green,Romance,2,C9,LIB0000005259,Leisure
B05260,The Hobbit — Library05260,J.R.R. Tolkien,Fantasy,5,C10,LIB0000005260,Leisure
B05261,Pride and Prejudice — Library05261,Jane Austen,Romance,1,C11,LIB0000005261,Leisure
B05262,Pride and Prejudice — Library05262,Jane Austen,Romance,5,C12,LIB0000005262,Leisure
B05263,Animal Farm — Library05263,George Orwell,Satire,4,C13,LIB0000005263,Leisure
B05264,Percy Jackson: The Lightning Thief — Library05264,Rick Riordan,Fantasy,5,C14,LIB0000005264,Leisure
B05265,Percy Jackson: The Lightning Thief — Library05265,Rick Riordan,Fantasy,2,C15,LIB0000005265,Leisure
B05266,"The Lion, the Witch and the Wardrobe — Library05266",C.S. Lewis,Fantasy,2,C16,LIB0000005266,Leisure
B05267,The Book Thief — Library05267,Markus Zusak,Historical Fiction,0,C17,LIB0000005267,Leisure
B05268,Angels & Demons — Library05268,Dan Brown,Thriller,2,C18,LIB0000005268,Leisure
B05269,The Hobbit — Library05269,J.R.R. Tolkien,Fantasy,3,C19,LIB0000005269,Leisure
B05270,It Ends with Us — Library05270,Colleen Hoover,Romance,3,C20,LIB0000005270,Leisure
B05271,Sherlock Holmes — Library05271,Arthur Conan Doyle,Mystery,4,C21,LIB0000005271,Leisure
B05272,The Diary of a Young Girl — Library05272,Anne Frank,Biography,3,C22,LIB0000005272,Leisure
B05273,1984 — Library05273,George Orwell,Dystopian,0,C23,LIB0000005273,Leisure
B05274,The Midnight Library — Library05274,Matt Haig,Fiction,3,C24,LIB0000005274,Leisure
B05275,Sherlock Holmes — Library05275,Arthur Conan Doyle,Mystery,0,C25,LIB0000005275,Leisure
B05276,To Kill a Mockingbird — Library05276,Harper Lee,Fiction,3,C26,LIB0000005276,Leisure
B05277,Sherlock Holmes — Library05277,Arthur Conan Doyle,Mystery,3,C27,LIB0000005277,Leisure
B05278,To Kill a Mockingbird — Library05278,Harper Lee,Fiction,4,C28,LIB0000005278,Leisure
B05279,"The Lion, the Witch and the Wardrobe — Library05279",C.S. Lewis,Fantasy,3,C29,LIB0000005279,Leisure
B05280,"The Lion, the Witch and the Wardrobe — Library05280",C.S. Lewis,Fantasy,5,C30,LIB0000005280,Leisure
B05281,It Ends with Us — Library05281,Colleen Hoover,Romance,1,C31,LIB0000005281,Leisure
B05282,To Kill a Mockingbird — Library05282,Harper Lee,Fiction,3,C32,LIB0000005282,Leisure
B05283,The Da Vinci Code — Library05283,Dan Brown,Mystery,5,C33,LIB0000005283,Leisure
B05284,To Kill a Mockingbird — Library05284,Harper Lee,Fiction,1,C34,LIB0000005284,Leisure
B05285,Murder on the Orient Express — Library05285,Agatha Christie,Mystery,2,C35,LIB0000005285,Leisure
